"tienda","empresa","datef","Entry","Exit","ciudad","precip"
"2","Ficcus",2016-07-02,715,0,"vina",1
"2","Ficcus",2016-07-03,582,0,"vina",1
"2","Ficcus",2016-07-04,257,0,"vina",0
"2","Ficcus",2016-07-05,276,0,"vina",0
"2","Ficcus",2016-07-06,290,0,"vina",1
"2","Ficcus",2016-07-07,360,0,"vina",0
"2","Ficcus",2016-07-08,434,0,"vina",1
"2","Ficcus",2016-07-09,531,0,"vina",0
"2","Ficcus",2016-07-10,541,0,"vina",1
"2","Ficcus",2016-07-11,507,0,"vina",1
"2","Ficcus",2016-07-12,501,0,"vina",1
"2","Ficcus",2016-07-13,482,0,"vina",1
"2","Ficcus",2016-07-14,635,0,"vina",0
"2","Ficcus",2016-07-15,561,0,"vina",0
"2","Ficcus",2016-07-16,680,0,"vina",0
"2","Ficcus",2016-07-17,627,0,"vina",1
"2","Ficcus",2016-07-18,467,0,"vina",0
"2","Ficcus",2016-07-19,589,0,"vina",0
"2","Ficcus",2016-07-20,561,0,"vina",0
"2","Ficcus",2016-07-21,604,0,"vina",0
"2","Ficcus",2016-07-22,631,0,"vina",1
"2","Ficcus",2016-07-23,700,0,"vina",1
"2","Ficcus",2016-07-24,468,0,"vina",1
"2","Ficcus",2016-07-25,264,0,"vina",0
"2","Ficcus",2016-07-26,231,0,"vina",0
"2","Ficcus",2016-07-27,233,0,"vina",0
"2","Ficcus",2016-07-28,181,0,"vina",0
"2","Ficcus",2016-07-29,268,0,"vina",0
"2","Ficcus",2016-07-30,691,0,"vina",0
"2","Ficcus",2016-07-31,666,0,"vina",0
"2","Ficcus",2016-08-01,346,0,"vina",0
"2","Ficcus",2016-08-02,355,0,"vina",0
"2","Ficcus",2016-08-03,331,0,"vina",0
"2","Ficcus",2016-08-04,362,0,"vina",0
"2","Ficcus",2016-08-05,534,0,"vina",0
"2","Ficcus",2016-08-06,872,0,"vina",0
"2","Ficcus",2016-08-07,503,0,"vina",0
"2","Ficcus",2016-08-08,216,0,"vina",0
"2","Ficcus",2016-08-09,176,0,"vina",0
"2","Ficcus",2016-08-10,175,0,"vina",1
"2","Ficcus",2016-08-11,266,0,"vina",1
"2","Ficcus",2016-08-12,304,0,"vina",0
"2","Ficcus",2016-08-13,484,0,"vina",0
"2","Ficcus",2016-08-14,506,0,"vina",0
"2","Ficcus",2016-08-15,385,0,"vina",0
"2","Ficcus",2016-08-16,229,0,"vina",0
"2","Ficcus",2016-08-17,189,0,"vina",0
"2","Ficcus",2016-08-18,209,0,"vina",0
"2","Ficcus",2016-08-19,284,0,"vina",0
"2","Ficcus",2016-08-20,507,0,"vina",0
"2","Ficcus",2016-08-21,267,0,"vina",0
"2","Ficcus",2016-08-22,234,0,"vina",0
"2","Ficcus",2016-08-23,178,0,"vina",0
"2","Ficcus",2016-08-24,182,0,"vina",0
"2","Ficcus",2016-08-25,241,0,"vina",0
"2","Ficcus",2016-08-26,238,0,"vina",0
"2","Ficcus",2016-08-27,479,0,"vina",0
"2","Ficcus",2016-08-28,355,0,"vina",0
"2","Ficcus",2016-08-29,187,0,"vina",0
"2","Ficcus",2016-08-30,216,0,"vina",0
"2","Ficcus",2016-08-31,216,0,"vina",0
"2","Ficcus",2016-09-01,228,0,"vina",0
"2","Ficcus",2016-09-02,346,0,"vina",0
"2","Ficcus",2016-09-03,520,0,"vina",0
"2","Ficcus",2016-09-04,448,0,"vina",0
"2","Ficcus",2016-09-05,227,0,"vina",0
"2","Ficcus",2016-09-06,223,0,"vina",0
"2","Ficcus",2016-09-07,232,0,"vina",0
"2","Ficcus",2016-09-08,285,0,"vina",0
"2","Ficcus",2016-09-09,288,0,"vina",0
"2","Ficcus",2016-09-10,481,0,"vina",0
"2","Ficcus",2016-09-11,429,0,"vina",1
"2","Ficcus",2016-09-12,238,0,"vina",1
"2","Ficcus",2016-09-13,301,0,"vina",0
"2","Ficcus",2016-09-14,246,0,"vina",0
"2","Ficcus",2016-09-15,359,0,"vina",0
"2","Ficcus",2016-09-16,367,0,"vina",0
"2","Ficcus",2016-09-17,249,0,"vina",0
"2","Ficcus",2016-09-20,286,0,"vina",0
"2","Ficcus",2016-09-21,316,0,"vina",0
"2","Ficcus",2016-09-22,349,0,"vina",0
"2","Ficcus",2016-09-23,333,0,"vina",1
"2","Ficcus",2016-09-24,576,0,"vina",0
"2","Ficcus",2016-09-25,529,0,"vina",0
"2","Ficcus",2016-09-26,220,0,"vina",0
"2","Ficcus",2016-09-27,191,0,"vina",0
"2","Ficcus",2016-09-28,190,0,"vina",1
"2","Ficcus",2016-09-29,275,0,"vina",0
"2","Ficcus",2016-09-30,381,0,"vina",0
"2","Ficcus",2016-10-01,632,0,"vina",0
"2","Ficcus",2016-10-02,505,0,"vina",0
"2","Ficcus",2016-10-03,241,0,"vina",0
"2","Ficcus",2016-10-04,197,0,"vina",0
"2","Ficcus",2016-10-05,288,0,"vina",0
"2","Ficcus",2016-10-06,253,0,"vina",0
"2","Ficcus",2016-10-07,422,0,"vina",0
"2","Ficcus",2016-10-08,592,0,"vina",0
"2","Ficcus",2016-10-09,530,0,"vina",0
"2","Ficcus",2016-10-10,450,0,"vina",0
"2","Ficcus",2016-10-11,173,0,"vina",0
"2","Ficcus",2016-10-12,188,0,"vina",0
"2","Ficcus",2016-10-13,208,0,"vina",0
"2","Ficcus",2016-10-14,380,0,"vina",0
"2","Ficcus",2016-10-15,499,0,"vina",1
"2","Ficcus",2016-10-16,406,0,"vina",1
"2","Ficcus",2016-10-17,205,0,"vina",0
"2","Ficcus",2016-10-18,207,0,"vina",0
"2","Ficcus",2016-10-19,183,0,"vina",0
"2","Ficcus",2016-10-20,218,0,"vina",0
"2","Ficcus",2016-10-21,353,0,"vina",0
"2","Ficcus",2016-10-22,361,0,"vina",0
"2","Ficcus",2016-10-24,225,0,"vina",0
"2","Ficcus",2016-10-25,210,0,"vina",0
"2","Ficcus",2016-10-26,200,0,"vina",0
"2","Ficcus",2016-10-27,266,0,"vina",0
"2","Ficcus",2016-10-28,350,0,"vina",0
"2","Ficcus",2016-10-29,572,0,"vina",0
"2","Ficcus",2016-10-30,549,0,"vina",0
"2","Ficcus",2016-10-31,431,0,"vina",1
"2","Ficcus",2016-11-01,357,0,"vina",0
"2","Ficcus",2016-11-02,237,0,"vina",0
"2","Ficcus",2016-11-03,249,0,"vina",0
"2","Ficcus",2016-11-04,376,0,"vina",0
"2","Ficcus",2016-11-05,631,0,"vina",0
"2","Ficcus",2016-11-06,500,0,"vina",0
"2","Ficcus",2016-11-07,483,0,"vina",0
"2","Ficcus",2016-11-08,482,0,"vina",0
"2","Ficcus",2016-11-09,253,0,"vina",0
"2","Ficcus",2016-11-10,241,0,"vina",0
"2","Ficcus",2016-11-11,374,0,"vina",0
"2","Ficcus",2016-11-12,567,0,"vina",0
"2","Ficcus",2016-11-13,406,0,"vina",0
"2","Ficcus",2016-11-14,230,0,"vina",0
"2","Ficcus",2016-11-15,233,0,"vina",0
"2","Ficcus",2016-11-16,277,0,"vina",0
"2","Ficcus",2016-11-17,413,0,"vina",0
"2","Ficcus",2016-11-18,325,0,"vina",0
"2","Ficcus",2016-11-19,484,0,"vina",0
"2","Ficcus",2016-11-20,407,0,"vina",0
"2","Ficcus",2016-11-21,260,0,"vina",0
"2","Ficcus",2016-11-22,198,0,"vina",0
"2","Ficcus",2016-11-23,184,0,"vina",0
"2","Ficcus",2016-11-24,230,0,"vina",0
"2","Ficcus",2016-11-25,308,0,"vina",0
"2","Ficcus",2016-11-26,507,0,"vina",0
"2","Ficcus",2016-11-27,423,0,"vina",0
"2","Ficcus",2016-11-28,235,0,"vina",0
"2","Ficcus",2016-11-29,244,0,"vina",1
"2","Ficcus",2016-11-30,301,0,"vina",0
"2","Ficcus",2016-12-01,296,0,"vina",0
"2","Ficcus",2016-12-02,420,0,"vina",0
"2","Ficcus",2016-12-03,599,0,"vina",1
"2","Ficcus",2016-12-04,579,0,"vina",0
"2","Ficcus",2016-12-05,330,0,"vina",0
"2","Ficcus",2016-12-06,348,0,"vina",0
"2","Ficcus",2016-12-07,334,0,"vina",0
"2","Ficcus",2016-12-08,680,0,"vina",1
"2","Ficcus",2016-12-09,777,0,"vina",0
"2","Ficcus",2016-12-10,726,0,"vina",0
"2","Ficcus",2016-12-11,542,0,"vina",0
"2","Ficcus",2016-12-12,405,0,"vina",0
"2","Ficcus",2016-12-13,422,0,"vina",0
"2","Ficcus",2016-12-14,526,0,"vina",1
"2","Ficcus",2016-12-15,560,0,"vina",0
"2","Ficcus",2016-12-16,668,0,"vina",1
"2","Ficcus",2016-12-17,1005,0,"vina",0
"2","Ficcus",2016-12-18,980,0,"vina",0
"2","Ficcus",2016-12-19,620,0,"vina",0
"2","Ficcus",2016-12-20,688,0,"vina",0
"2","Ficcus",2016-12-21,826,0,"vina",0
"2","Ficcus",2016-12-22,819,0,"vina",0
"2","Ficcus",2016-12-23,999,0,"vina",0
"2","Ficcus",2016-12-24,480,0,"vina",0
"2","Ficcus",2016-12-26,425,0,"vina",0
"2","Ficcus",2016-12-27,320,0,"vina",0
"2","Ficcus",2016-12-28,439,0,"vina",0
"2","Ficcus",2016-12-29,462,0,"vina",0
"2","Ficcus",2016-12-30,668,0,"vina",0
"2","Ficcus",2016-12-31,398,0,"vina",0
"1","Ficcus",2016-01-01,0,0,"santiago",0
"2","Ficcus",2016-01-01,0,0,"vina",0
"1","Ficcus",2016-05-01,0,0,"santiago",1
"2","Ficcus",2016-05-01,0,0,"vina",0
"2","Ficcus",2016-06-19,0,0,"vina",1
"1","Ficcus",2016-09-18,0,0,"santiago",0
"2","Ficcus",2016-09-18,0,0,"vina",0
"1","Ficcus",2016-09-19,0,0,"santiago",0
"2","Ficcus",2016-09-19,0,0,"vina",0
"1","Ficcus",2016-12-25,0,0,"santiago",1
"2","Ficcus",2016-12-25,0,0,"vina",1
